FBgn_ID,Gene_name,FBgn_alias,CG_ID,CG_alias,tau,Age_classification
FBgn0001223,Hsp22,"FBgn0044743,FBgn0052041,FBgn0061943",CG4460,CG32041,1.011,Eukaryota
FBgn0001224,Hsp23,,CG4463,,0.405,Bilateria
FBgn0001225,Hsp26,FBgn0010231,CG4183,,0.355,Bilateria
FBgn0001226,Hsp27,"FBgn0010232,FBgn0044559",CG4466,,0.503,Pan-drosophilid
FBgn0001227,Hsp67Ba,FBgn0026837,CG4167,,0.702,Pan-drosophilid
FBgn0001228,Hsp67Bb,"FBgn0044743,FBgn0052041,FBgn0061943",CG4456,CG32041,0.931,mel-group
FBgn0001229,Hsp67Bc,,CG4190,,0.695,Pan-drosophilid
FBgn0001230,Hsp68,,CG5436,,0.473,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0001233,Hsp83,"FBgn0004639,FBgn0010233,FBgn0011792,FBgn0016742,FBgn0024852,FBgn0044664",CG1242,,0.181,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0001234,Hsromega,FBgn0051400,CR31400,,0.347,Pan-drosophilid
FBgn0001235,hth,"FBgn0010875,FBgn0011583,FBgn0015762,FBgn0016022,FBgn0025968",CG17117,,0.495,Bilateria
FBgn0001247,Ide,,CG5517,,0.188,Cellular_Organisms
FBgn0001248,Idh,"FBgn0013617,FBgn0035881",CG7176,,0.314,Cellular_Organisms
FBgn0001250,if,,CG9623,,0.453,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0001253,ImpE1,"FBgn0035884,FBgn0035885,FBgn0052356,FBgn0062446",CG32356,"CG7116,CG13668",0.823,Diptera
FBgn0001254,ImpE2,,CG1934,,0.789,Pan-drosophilid
FBgn0001255,ImpE3,"FBgn0037542,FBgn0040525",CG2723,CG11046,0.708,Diptera
FBgn0001256,ImpL1,,CG10717,,0.833,Pan-drosophilid
FBgn0001257,ImpL2,,CG15009,,0.489,Bilateria
FBgn0001258,ImpL3,FBgn0035698,CG10160,,0.445,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0001259,in,,CG16993,,0.739,Bilateria
FBgn0001263,inaD,,CG3504,,0.602,Bilateria
FBgn0001269,inv,,CG17835,,0.829,Pan-drosophilid
FBgn0001276,ix,FBgn0033625,CG13201,,0.392,Bilateria
FBgn0001280,janA,FBgn0063739,CG7933,,0.429,Eukaryota
FBgn0001281,janB,FBgn0051024,CG7931,CG31024,0.867,mel-group
FBgn0001285,Jon44E,FBgn0033319,CG8579,,0.82,Pan-drosophilid
FBgn0001291,Jra,"FBgn0002124,FBgn0015487,FBgn0017591,FBgn0023037",CG2275,,0.36,Eukaryota
FBgn0001296,kar,FBgn0038077,CG12286,,0.505,Eukaryota
FBgn0001297,kay,"FBgn0053956,FBgn0000468,FBgn0000725,FBgn0003506,FBgn0039693",CG33956,"CG15507,CG15509",0.415,Bilateria
FBgn0001301,kel,,CG7210,,0.348,Eukaryota
FBgn0001308,Khc,"FBgn0021886,FBgn0021889,FBgn0028613",CG7765,,0.176,Eukaryota
FBgn0001311,kkv,"FBgn0013580,FBgn0037319,FBgn0043004",CG2666,,0.732,Diptera
FBgn0001313,kl-2,"FBgn0039968,FBgn0058438",CG17866,CG40438,0.923,mel-only
FBgn0001316,klar,FBgn0002650,CG17046,,0.343,Pan-drosophilid
FBgn0001319,kn,"FBgn0014142,FBgn0033967",CG10197,,0.752,Bilateria
FBgn0001320,kni,"FBgn0003253,FBgn0017615",CG4717,,0.773,Pan-drosophilid
FBgn0001321,knk,"FBgn0037790,FBgn0042639",CG6217,,0.705,Bilateria
FBgn0001323,knrl,,CG4761,,0.639,Diptera
FBgn0001324,kto,FBgn0036912,CG8491,,0.474,Bilateria
FBgn0001325,Kr,"FBgn0001251,FBgn0015732",CG3340,,0.793,Diptera
FBgn0001330,kz,,CG3228,,0.42,Eukaryota
FBgn0001341,l(1)1Bi,,CG6189,,0.338,Pan-drosophilid
FBgn0001404,egh,,CG9659,,0.291,Bilateria
FBgn0001491,l(1)10Bb,FBgn0027286,CG1639,,0.329,Eukaryota
FBgn0001565,Hlc,,CG1666,,0.208,Eukaryota
FBgn0001612,Grip91,"FBgn0026429,FBgn0040196,FBgn0066830",CG10988,,0.377,Eukaryota
FBgn0001624,dlg1,"FBgn0010108,FBgn0027239,FBgn0027662,FBgn0028321,FBgn0029052,FBgn0030295,FBgn0066811,FBgn0066812,FBgn0066813",CG1725,CG1730,0.285,Bilateria
FBgn0001941,ifc,,CG9078,,0.365,Eukaryota
FBgn0001942,eIF-4a,"FBgn0013406,FBgn0013523,FBgn0015864,FBgn0022247,FBgn0024969,FBgn0062252",CG9075,,0.112,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0001961,Arpc1,,CG8978,,0.331,Eukaryota
FBgn0001965,Sos,"FBgn0013235,FBgn0026802",CG7793,,0.342,Eukaryota
FBgn0001967,NimC3,FBgn0032542,CG16880,,0.752,Pan-drosophilid
FBgn0001970,Pgant35A,"FBgn0027860,FBgn0032545",CG7480,,0.485,Bilateria
FBgn0001974,l(2)35Bd,FBgn0027886,CG3688,,0.41,Eukaryota
FBgn0001977,CIAPIN1,"FBgn0015867,FBgn0027853,FBgn0032560",CG4180,,0.459,Eukaryota
FBgn0001978,stc,FBgn0065412,CG3647,,0.344,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0001981,esg,"FBgn0000445,FBgn0011711,FBgn0015967",CG3758,,0.674,Bilateria
FBgn0001983,wor,,CG4158,,0.901,Bilateria
FBgn0001986,l(2)35Df,"FBgn0027576,FBgn0027880,FBgn0032570,FBgn0041116",CG4152,,0.336,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0001987,Gli,,CG3903,,0.354,Bilateria
FBgn0001989,ND-B17,"FBgn0028508,FBgn0064934",CG13240,,0.337,Bilateria
FBgn0001990,wek,"FBgn0027899,FBgn0032571",CG4148,,0.313,Pan-drosophilid
FBgn0001991,Ca-alpha1D,FBgn0004881,CG4894,,0.646,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0001992,Cyp303a1,FBgn0032583,CG4163,,0.54,Pan-drosophilid
FBgn0001994,crp,"FBgn0024216,FBgn0026860,FBgn0041143,FBgn0065396",CG7664,,0.304,Bilateria
FBgn0001995,mRpL4,FBgn0032584,CG5818,,0.285,Cellular_Organisms
FBgn0002021,l(2)37Bb,FBgn0032747,CG10655,,0.417,Bilateria
FBgn0002022,Catsup,"FBgn0022172,FBgn0032743",CG10449,,0.257,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0002023,Lim3,FBgn0032756,CG10699,CG15174,0.758,Bilateria
FBgn0002031,l(2)37Cc,FBgn0032758,CG10691,,0.332,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0002036,CG10561,"FBgn0026744,FBgn0026745,FBgn0043051",CG10561,,0.682,Pan-drosophilid
FBgn0002044,swm,"FBgn0019934,FBgn0032794",CG10084,,0.268,Bilateria
FBgn0002069,Aats-asp,"FBgn0022204,FBgn0025948",CG3821,,0.261,Cellular_Organisms
FBgn0002121,l(2)gl,,CG2671,,0.305,Diptera
FBgn0002174,l(2)tid,FBgn0034896,CG5504,,0.636,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0002183,dre4,FBgn0002182,CG1828,,0.378,Eukaryota
FBgn0002283,l(3)73Ah,"FBgn0010783,FBgn0036644",CG4195,,0.401,Bilateria
FBgn0002284,Prosbeta6,FBgn0010150,CG4097,,0.267,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0002306,sas,,CG2507,,0.672,Diptera
FBgn0002354,l(3)87Df,"FBgn0038112,FBgn0062841",CG7620,,0.366,Bilateria
FBgn0002413,dco,"FBgn0011349,FBgn0011508,FBgn0024895,FBgn0027967,FBgn0028129",CG2048,,0.388,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0002431,hyd,FBgn0002317,CG9484,,0.201,Bilateria
FBgn0002440,l(3)mbn,,CG12755,,0.872,Pan-drosophilid
FBgn0002441,l(3)mbt,,CG5954,,0.376,Bilateria
FBgn0002466,sti,"FBgn0036295,FBgn0062046",CG10522,,0.483,Bilateria
FBgn0002521,pho,"FBgn0005575,FBgn0024914",CG17743,,0.247,Bilateria
FBgn0002522,lab,FBgn0010742,CG1264,,0.837,Bilateria
FBgn0002524,lace,"FBgn0025294,FBgn0027869",CG4162,,0.359,Cellular_Organisms
FBgn0002525,Lam,"FBgn0001930,FBgn0010582,FBgn0014344",CG6944,,0.309,Diptera
FBgn0002526,LanA,FBgn0015948,CG10236,,0.322,Eukaryota
FBgn0002531,Lcp1,,CG11650,,0.886,Pan-drosophilid
FBgn0002533,Lcp2,,CG8697,,0.919,Pan-drosophilid
FBgn0002534,Lcp3,,CG2043,,0.913,Pan-drosophilid
FBgn0002535,Lcp4,,CG2044,,0.863,Pan-drosophilid
FBgn0002542,lds,"FBgn0001050,FBgn0019956,FBgn0037532",CG2684,,0.407,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0002543,robo2,"FBgn0024195,FBgn0025977,FBgn0031338,FBgn0031339,FBgn0031340,FBgn0031341",CG5481,"CG5574,CG14348,CG14347",0.633,Bilateria
FBgn0002552,lin,FBgn0033346,CG11770,,0.553,Bilateria
FBgn0002561,l(1)sc,,CG3839,,0.92,Bilateria
FBgn0002562,Lsp1alpha,,CG2559,,0.807,mel-subgroup
FBgn0002563,Lsp1beta,,CG4178,,0.75,Pan-drosophilid
FBgn0002564,Lsp1gamma,,CG6821,,0.76,Pan-drosophilid
FBgn0002565,Lsp2,FBgn0036251,CG6806,CG11538,0.71,Diptera
FBgn0002566,lt,FBgn0032992,CG18028,,0.308,Eukaryota
FBgn0002567,Rab32,"FBgn0015788,FBgn0062240",CG8024,,0.513,Eukaryota
FBgn0002569,Mal-A2,,CG8694,,0.817,Cellular_Organisms
FBgn0002570,Mal-A1,,CG8696,,0.776,Cellular_Organisms
FBgn0002571,Mal-A3,,CG8695,,0.802,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0002573,sens,"FBgn0011709,FBgn0027151,FBgn0036355,FBgn0052120",CG32120,CG10714,0.88,Bilateria
FBgn0002576,lz,,CG1689,,0.824,Pan-drosophilid
FBgn0002577,m,FBgn0030333,CG9369,,0.895,Bilateria
FBgn0002578,Kaz-m1,FBgn0063010,CG8342,,0.781,Pan-drosophilid
FBgn0002579,RpL36,"FBgn0025295,FBgn0040151,FBgn0047325",CG7622,,0.179,Eukaryota
FBgn0002590,RpS5a,,CG8922,,0.167,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0002592,E(spl)m2-BFM,,CG6104,,0.734,Pan-drosophilid
FBgn0002593,RpLP1,,CG4087,,0.138,Eukaryota
FBgn0002607,RpL19,"FBgn0010030,FBgn0022215,FBgn0025292",CG2746,,0.129,Cellular_Organisms
FBgn0002609,E(spl)m3-HLH,FBgn0010046,CG8346,,0.638,Pan-drosophilid
FBgn0002622,RpS3,FBgn0010267,CG6779,,0.213,Cellular_Organisms
FBgn0002626,RpL32,"FBgn0010264,FBgn0047051",CG7939,,0.131,Cellular_Organisms
FBgn0002629,E(spl)m4-BFM,,CG6099,,0.872,Pan-drosophilid
FBgn0002631,E(spl)m5-HLH,,CG6096,,0.927,Pan-drosophilid
FBgn0002632,E(spl)m6-BFM,,CG8354,,0.796,Pan-drosophilid
FBgn0002633,E(spl)m7-HLH,"FBgn0020009,FBgn0020922",CG8361,,0.823,Pan-drosophilid
FBgn0002638,Rcc1,FBgn0041146,CG10480,,0.368,Eukaryota
FBgn0002641,mal,,CG1692,,0.419,Cellular_Organisms
FBgn0002643,mam,"FBgn0010581,FBgn0026797",CG8118,,0.43,Pan-drosophilid
FBgn0002645,Map205,,CG1483,,0.198,Pan-drosophilid
FBgn0002673,twe,FBgn0016862,CG4965,,0.559,Eukaryota
FBgn0002707,mei-9,,CG3697,,0.493,Eukaryota
FBgn0002709,mei-218,FBgn0053067,CG8923,CG33067,0.669,Bilateria
FBgn0002715,mei-S332,FBgn0046271,CG5303,,0.577,Pan-drosophilid
FBgn0002716,mei-W68,"FBgn0022167,FBgn0050132,FBgn0065111",CG7753,CG30132,0.557,Cellular_Organisms
FBgn0002719,Men,"FBgn0038081,FBgn0062124",CG10120,,0.314,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0002723,Met,,CG1705,,0.45,Pan-drosophilid
FBgn0002732,E(spl)malpha-BFM,,CG8337,,0.727,Pan-drosophilid
FBgn0002733,E(spl)mbeta-HLH,,CG14548,,0.487,Diptera
FBgn0002734,E(spl)mdelta-HLH,,CG8328,,0.866,Pan-drosophilid
FBgn0002735,E(spl)mgamma-HLH,,CG8333,,0.87,Diptera
FBgn0002736,mago,FBgn0002095,CG9401,,0.426,Eukaryota
FBgn0002772,Mlc1,,CG5596,,0.621,Bilateria
FBgn0002773,Mlc2,,CG2184,,0.571,Bilateria
FBgn0002774,mle,,CG11680,,0.267,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0002775,msl-3,,CG8631,,0.328,Eukaryota
FBgn0002778,mnd,"FBgn0002474,FBgn0004717",CG3297,,0.416,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0002780,mod,FBgn0011255,CG2050,,0.244,Pan-drosophilid
FBgn0002781,mod(mdg4),"FBgn0010160,FBgn0010321,FBgn0010822,FBgn0011326,FBgn0024544,FBgn0038882,FBgn0038883,FBgn0038884,FBgn0038885,FBgn0040578,FBgn0040579,FBgn0040580,FBgn0046992,FBgn0052491,FBgn0063265",CG32491,"CG15500,CG7836,CG7859,CG8076,CG18151,CG15802,CG15501",0.539,Diptera
FBgn0002783,mor,"FBgn0025464,FBgn0042208",CG18740,CG4275,0.331,Eukaryota
FBgn0002787,Rpn8,FBgn0022065,CG3416,,0.383,Eukaryota
FBgn0002789,Mp20,"FBgn0003740,FBgn0026854",CG4696,,0.624,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0002791,mr,FBgn0034947,CG3060,,0.417,Eukaryota
FBgn0002838,ms(3)K81,FBgn0039460,CG14251,,0.885,Pan-drosophilid
FBgn0002842,sa,FBgn0037080,CG11308,,0.815,Pan-drosophilid
FBgn0002855,Acp26Aa,,CG8982,,0.929,mel-group
FBgn0002856,Acp26Ab,,CG9024,,0.929,mel-group
FBgn0002862,Mst87F,FBgn0046285,CG17956,,0.838,Pan-drosophilid
FBgn0002863,Acp95EF,FBgn0039171,CG17924,,0.748,Pan-drosophilid
FBgn0002865,Mst98Ca,,CG11719,,0.889,Diptera
FBgn0002868,MtnA,"FBgn0045904,FBgn0045909,FBgn0045911,FBgn0064964",CG9470,,0.516,Pan-drosophilid
FBgn0002869,MtnB,,CG4312,,0.761,Pan-drosophilid
FBgn0002872,mu2,,CG1960,,0.395,Pan-drosophilid
FBgn0002873,mud,"FBgn0052599,FBgn0030557",CG12047,,0.484,Pan-drosophilid
FBgn0002878,mus101,FBgn0030515,CG11156,,0.57,Eukaryota
FBgn0002887,mus201,"FBgn0015712,FBgn0052956",CG10890,CG32956,0.431,Eukaryota
FBgn0002891,mus205,FBgn0033223,CG1925,,0.455,Eukaryota
FBgn0002899,mus301,"FBgn0003481,FBgn0035843,FBgn0062073",CG7972,,0.526,Cellular_Organisms
FBgn0002901,mus304,"FBgn0036776,FBgn0044544",CG7347,,0.462,Pan-drosophilid
FBgn0002905,mus308,,CG6019,,0.493,Cellular_Organisms
FBgn0002906,Blm,FBgn0015800,CG6920,,0.508,Cellular_Organisms
FBgn0002909,mus312,FBgn0035764,CG8601,,0.489,Bilateria
FBgn0002914,Myb,,CG9045,,0.304,Bilateria
FBgn0002917,na,"FBgn0004144,FBgn0030560",CG1517,,0.793,Eukaryota
FBgn0002921,Atpalpha,"FBgn0004667,FBgn0010739,FBgn0010749,FBgn0011344,FBgn0011348,FBgn0011389,FBgn0011518,FBgn0014319,FBgn0024511,FBgn0038844",CG5670,,0.313,Cellular_Organisms
FBgn0002922,nau,,CG10250,,0.76,Bilateria
FBgn0002924,ncd,FBgn0010880,CG7831,,0.468,Eukaryota
FBgn0002926,ndl,,CG10129,,0.879,Diptera
FBgn0002930,nec,"FBgn0024292,FBgn0028676,FBgn0033148,FBgn0063807",CG1857,,0.676,Cellular_Organisms
FBgn0002931,net,FBgn0031215,CG11450,,0.619,Bilateria
FBgn0002932,neur,"FBgn0011395,FBgn0011419,FBgn0011420,FBgn0011422,FBgn0011470,FBgn0046269",CG11988,,0.536,Bilateria
FBgn0002933,ng1,FBgn0010372,CG10781,,0.936,mel-complex
FBgn0002936,ninaA,,CG3966,,0.823,Eukaryota
FBgn0002937,ninaB,FBgn0038171,CG9347,,0.791,Bilateria
FBgn0002938,ninaC,"FBgn0026796,FBgn0026835",CG5125,CG54125,0.837,Bilateria
FBgn0002939,ninaD,"FBgn0032662,FBgn0051783",CG31783,CG5750,0.815,Pan-drosophilid
FBgn0002940,ninaE,FBgn0046298,CG4550,,0.811,Diptera
FBgn0002941,slou,FBgn0004442,CG6534,,0.808,Bilateria
FBgn0002945,nkd,"FBgn0036840,FBgn0036841",CG11614,CG18224,0.55,Pan-drosophilid
FBgn0002948,nod,,CG1763,,0.59,Pan-drosophilid
FBgn0002962,nos,"FBgn0010916,FBgn0011347,FBgn0011364,FBgn0026836",CG5637,,0.763,Bilateria
FBgn0002973,numb,"FBgn0010532,FBgn0010684",CG3779,,0.474,Bilateria
FBgn0002985,odd,FBgn0010502,CG3851,,0.736,Bilateria
FBgn0002989,okr,FBgn0017554,CG3736,,0.371,Eukaryota
FBgn0003002,opa,,CG1133,,0.865,Eukaryota
FBgn0003008,or,FBgn0034944,CG3029,,0.361,Eukaryota
FBgn0003009,ord,,CG3134,,0.918,Pan-drosophilid
FBgn0003011,ort,"FBgn0016658,FBgn0038726",CG7411,,0.873,Bilateria
FBgn0003015,osk,,CG10901,,0.81,Pan-drosophilid
FBgn0003016,osp,"FBgn0004947,FBgn0010673,FBgn0027874,FBgn0065995",CG3479,,0.524,Bilateria
FBgn0003023,otu,,CG12743,,0.862,Bilateria
FBgn0003028,ovo,"FBgn0000825,FBgn0000849,FBgn0003650,FBgn0029741",CG6824,CG15467,0.592,Bilateria
FBgn0003034,SP,FBgn0010084,CG17673,,0.915,mel-group
FBgn0003041,pbl,"FBgn0010935,FBgn0046405,FBgn0046407",CG8114,,0.41,Eukaryota
FBgn0003042,Pc,"FBgn0015223,FBgn0052443",CG32443,CG7618,0.405,Pan-drosophilid
FBgn0003044,Pcl,FBgn0010678,CG5109,,0.426,Bilateria
FBgn0003046,Pcp,,CG3440,,0.799,Pan-drosophilid
FBgn0003048,pcx,"FBgn0000752,FBgn0026853",CG3443,,0.332,Bilateria
FBgn0003053,peb,"FBgn0001209,FBgn0019888",CG12212,,0.626,Pan-drosophilid
FBgn0003057,CG10598,,CG10598,,0.935,Pan-drosophilid
FBgn0003060,CG9757,,CG9757,,0.907,mel-group
FBgn0003062,Fib,,CG9888,,0.386,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0003065,CG2150,,CG2150,,0.875,Pan-drosophilid
FBgn0003067,Pepck,,CG17725,CG10924,0.805,Diptera
FBgn0003068,per,"FBgn0000321,FBgn0020918",CG2647,,0.756,Bilateria
FBgn0003071,Pfk,FBgn0010618,CG4001,,0.486,Cellular_Organisms
FBgn0003074,Pgi,,CG8251,,0.357,Cellular_Organisms
FBgn0003076,Pgm,FBgn0036572,CG5165,,0.398,Cellular_Organisms
FBgn0003079,Raf,FBgn0040149,CG2845,,0.341,Bilateria
FBgn0003082,phr,"FBgn0011299,FBgn0014003",CG11205,,0.439,Cellular_Organisms
FBgn0003086,Pig1,,CG10790,,0.896,Pan-drosophilid
FBgn0003087,pim,,CG5052,,0.492,Pan-drosophilid
FBgn0003089,pip,,CG9614,,0.736,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0003090,pk,"FBgn0003477,FBgn0033151,FBgn0040783",CG11084,CG12830,0.766,Bilateria
FBgn0003091,Pkc53E,FBgn0034167,CG6622,,0.698,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0003093,Pkc98E,FBgn0005692,CG1954,,0.332,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0003114,plu,FBgn0034492,CG9183,,0.843,Pan-drosophilid
FBgn0003116,pn,,CG3461,,0.373,Eukaryota
FBgn0003117,pnr,FBgn0038393,CG3978,,0.687,Eukaryota
FBgn0003118,pnt,"FBgn0004060,FBgn0005657,FBgn0010925,FBgn0011309",CG17077,,0.51,Bilateria
FBgn0003124,polo,"FBgn0010758,FBgn0016019,FBgn0027987,FBgn0028177,FBgn0046400",CG12306,,0.378,Eukaryota
FBgn0003129,Poxm,,CG9610,,0.77,Bilateria
FBgn0003130,Poxn,,CG8246,,0.776,Bilateria
FBgn0003132,Pp1-13C,FBgn0030632,CG9156,,0.894,Pan-drosophilid
FBgn0003134,Pp1alpha-96A,,CG6593,,0.377,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0003137,Ppn,"FBgn0039586,FBgn0039587,FBgn0053103",CG33103,"CG18436,CG1540",0.574,Bilateria
FBgn0003139,PpV,,CG12217,,0.212,Eukaryota
FBgn0003140,PpY-55A,"FBgn0005781,FBgn0034285",CG10930,,0.908,Bilateria
FBgn0003141,pr,FBgn0020600,CG16784,,0.347,Cellular_Organisms
FBgn0003145,prd,,CG6716,,0.944,Bilateria
FBgn0003149,Prm,"FBgn0010949,FBgn0028212",CG5939,,0.669,Bilateria
FBgn0003159,CG2841,FBgn0029614,CG2841,,0.644,Diptera
FBgn0003162,Pu,,CG9441,,0.641,Cellular_Organisms
FBgn0003165,pum,"FBgn0004871,FBgn0010759,FBgn0014132,FBgn0015529,FBgn0046414",CG9755,CG9763,0.313,Eukaryota
FBgn0003169,put,"FBgn0000467,FBgn0004912,FBgn0004920,FBgn0010942,FBgn0011375",CG7904,,0.247,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0003174,pwn,FBgn0033157,CG11101,,0.849,Pan-drosophilid
FBgn0003175,px,"FBgn0022042,FBgn0022054",CG4444,,0.46,Bilateria
FBgn0003187,qua,"FBgn0000942,FBgn0044556",CG6433,,0.706,Diptera
FBgn0003189,r,"FBgn0003548,FBgn0026833,FBgn0042228",CG18572,CG4601,0.427,Cellular_Organisms
FBgn0003204,ras,"FBgn0026670,FBgn0026696,FBgn0028270,FBgn0028295,FBgn0028297,FBgn0028302,FBgn0028318,FBgn0028340,FBgn0028363,FBgn0029044,FBgn0030231,FBgn0030232,FBgn0040205",CG1799,CG11485,0.356,Cellular_Organisms
FBgn0003205,Ras85D,"FBgn0011008,FBgn0011548",CG9375,,0.18,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0003206,Ras64B,FBgn0063029,CG1167,,0.258,Eukaryota
FBgn0003209,raw,"FBgn0010627,FBgn0015377,FBgn0022218,FBgn0032063,FBgn0032064",CG12437,CG9321,0.334,Bilateria
FBgn0003210,rb,FBgn0025523,CG11427,,0.227,Eukaryota
FBgn0003218,rdgB,,CG11111,,0.556,Eukaryota
FBgn0003227,rec,"FBgn0038367,FBgn0040563,FBgn0051293",CG31293,"CG4828,CG14875",0.564,Eukaryota
FBgn0003231,ref(2)P,,CG10360,,0.311,Bilateria
FBgn0003248,Rh2,,CG16740,,0.885,Diptera
FBgn0003249,Rh3,,CG10888,,0.868,Diptera
FBgn0003250,Rh4,,CG9668,,0.816,Diptera
FBgn0003254,rib,FBgn0034424,CG7230,,0.86,Pan-drosophilid
FBgn0003255,rk,,CG8930,,0.824,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0003256,rl,"FBgn0005693,FBgn0039983,FBgn0042217,FBgn0047177",CG12559,CG18732,0.332,Eukaryota
FBgn0003257,r-l,,CG3593,,0.266,Cellular_Organisms
FBgn0003261,Rm62,"FBgn0010736,FBgn0011038,FBgn0011355,FBgn0011356,FBgn0011496,FBgn0011645",CG10279,,0.2,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0003267,ro,,CG6348,,0.801,Bilateria
FBgn0003268,rod,FBgn0044458,CG1569,,0.436,Bilateria
FBgn0003270,amos,"FBgn0003689,FBgn0027104",CG10393,,0.943,Bilateria
FBgn0003274,RpLP2,"FBgn0003736,FBgn0062859",CG4918,,0.159,Eukaryota
FBgn0003275,RpII18,"FBgn0014025,FBgn0064834",CG1163,,0.491,Cellular_Organisms
FBgn0003277,RpII215,"FBgn0001616,FBgn0026704",CG1554,,0.268,Cellular_Organisms
FBgn0003278,RpI135,FBgn0021812,CG4033,,0.366,Eukaryota
FBgn0003279,RpL4,FBgn0046357,CG5502,,0.247,Cellular_Organisms
FBgn0003285,rst,"FBgn0001272,FBgn0005381",CG4125,,0.624,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0003292,rt,,CG6097,,0.721,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0003295,ru,"FBgn0035215,FBgn0041724",CG1214,,0.726,Pan-drosophilid
FBgn0003300,run,"FBgn0019659,FBgn0019997",CG1849,,0.89,Bilateria
FBgn0003301,rut,FBgn0044471,CG9533,,0.542,Eukaryota
FBgn0003302,rux,,CG4336,,0.699,Pan-drosophilid
FBgn0003308,ry,,CG7642,,0.558,Cellular_Organisms
FBgn0003310,S,"FBgn0010102,FBgn0010674,FBgn0069199",CG4385,,0.415,Pan-drosophilid
FBgn0003312,sad,FBgn0037957,CG14728,,0.692,Pan-drosophilid
FBgn0003313,sala,FBgn0061400,CG4922,,1.004,mel-group
FBgn0003317,sax,,CG1891,,0.234,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0003319,Sb,FBgn0010169,CG4316,,0.822,Eukaryota
FBgn0003321,sbr,"FBgn0030236,FBgn0030238",CG1664,CG17335,0.302,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0003326,sca,FBgn0025943,CG17579,,0.809,Bilateria
FBgn0003328,scb,"FBgn0010481,FBgn0011707,FBgn0013742,FBgn0014404,FBgn0041840",CG8095,,0.443,Diptera
FBgn0003330,Sce,FBgn0020911,CG5595,,0.376,Bilateria
FBgn0003334,Scm,,CG9495,,0.315,Diptera
FBgn0003339,Scr,FBgn0002844,CG1030,,0.802,Bilateria
